site,sid,leaktype,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
S-4729010102,S-0359369084089016,in,19,48,16,14,19,36,26,23,21,26,17,13,14,21,17,17,19,21,135,79,44,23,30,29,19,4400
S-4677025033,S-0359369083954749,in,0,109,0,11,30,0,4,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
S-4784025026,S-0359369085139752,in,3,54,18,21,15,15,6,9,9,18,6,6,9,6,6,3,3,6,3,9,12,18,15,6,6,260
S-4372025021,S-0359369085189310,in,7,51,14,17,14,10,9,10,10,10,7,9,19,17,79,65,14,21,17,15,19,41,62,38,14,250
S-4677025033,S-0359369083956660,in,3,19,6,6,5,5,6,5,4,4,6,6,5,6,5,5,6,4,9,6,5,6,6,5,6,350
S-4677025028,S-0359369084275995,in,23,34,16,12,18,23,16,19,22,24,19,16,17,19,16,22,11,19,104,45,28,19,14,17,24,4370
S-4521010100,S-0359369084096219,in,19,121,19,20,24,27,24,26,28,28,26,20,24,27,20,24,27,31,51,21,21,27,27,40,81,320
S-4687025030,S-0359369085131833,in,3,26,6,10,6,10,3,10,6,3,3,3,3,0,0,3,0,0,0,3,3,0,3,0,0,480
S-4677025029,S-0359369083956017,in,14,58,31,53,31,21,21,14,16,14,8,10,8,4,4,4,4,4,4,6,4,4,4,4,6,410
S-4784025026,S-0359369085191258,in,2,43,8,6,6,4,6,4,4,4,4,4,6,6,4,10,6,10,6,12,12,18,16,16,16,260
S-4521010100,S-0359369084100953,in,4,39,5,5,6,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,6,5,5,5,5,340
S-4677025028,S-0359369084284948,in,8,61,20,8,16,4,4,4,4,4,4,2,2,2,4,4,2,4,4,2,2,2,4,4,2,350
S-4784025026,S-0359369085186035,in,4,16,8,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,6,5,250
S-4677025028,S-0359369084278478,in,4,160,16,16,35,4,7,11,13,7,4,4,5,2,4,2,2,2,2,2,2,2,2,2,2,350
S-4372025021,S-0359369085132393,in,5,54,9,5,7,7,5,5,7,5,7,7,9,14,5,7,7,5,11,9,7,5,5,7,7,390
S-4793025022,S-0359369085176861,in,4,33,5,5,5,4,4,5,6,5,5,4,5,5,5,5,4,5,5,5,4,5,6,5,4,260
S-4793025022,S-0359369084005707,in,0,45,7,3,0,3,0,3,7,10,3,3,3,3,3,3,3,3,3,0,0,3,3,7,0,250
S-4372025021,S-0359369085177059,in,15,60,15,15,15,11,15,11,7,15,11,11,15,15,11,11,11,11,11,7,15,11,11,15,11,260
S-4772025022,S-0359369084115233,in,15,81,22,21,24,22,21,19,20,21,25,25,17,120,18,19,25,21,30,111,111,65,62,24,28,330
S-4677025028,S-0359369084258660,in,10,28,66,93,62,20,21,36,38,30,39,39,32,14,9,10,11,8,10,13,15,15,12,12,14,410
S-4677025028,S-0359369084289301,in,7,165,52,30,19,30,11,11,11,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,280
S-4677025033,S-0359369083954624,in,5,61,5,5,8,3,3,8,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,5,3,330
S-4886025023,S-0359369085084602,in,2,470,26,26,11,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,310
S-4677025033,S-0359369083955506,in,2,72,7,17,25,2,2,12,12,12,2,2,7,2,2,2,0,0,2,2,0,0,2,2,2,350
S-4677025028,S-0359369084263199,in,4,15,5,6,6,6,5,6,6,6,5,6,6,5,4,5,5,5,6,6,6,7,6,6,7,410
S-4885025022,S-0359369085192769,in,4,43,4,4,5,5,2,4,2,5,4,4,2,4,2,2,2,2,2,4,2,2,2,2,2,380
S-4677025029,S-0359369081312577,in,2,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6,6,4,4,430
S-4372025021,S-0359369085121446,in,2,17,2,2,2,2,2,2,4,4,2,2,2,4,2,2,2,2,4,2,2,4,2,6,4,260
S-4283025025,S-0359369085821946,in,4,25,6,6,5,8,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,8,8,8,6,260
S-4521010100,S-0359369084102777,in,6,28,4,6,5,6,5,5,5,6,5,6,5,6,6,6,5,5,5,7,5,6,6,4,6,480
S-4372025021,S-0359369085132252,in,8,51,10,13,13,10,13,15,16,20,12,13,23,25,17,13,8,11,11,17,20,65,105,58,11,260
S-4677025028,S-0359369083976106,in,3,122,13,9,8,6,5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,290
S-4521010100,S-0359369084103833,in,14,29,15,18,19,21,19,21,20,15,14,12,13,23,20,14,18,23,70,139,87,49,55,51,37,360
S-4677025033,S-0359369083950515,in,4,59,6,8,9,6,2,4,4,9,4,4,2,6,4,4,2,2,9,4,4,4,2,4,4,380
S-4721011100,S-0359369084144779,in,4,58,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,5,5,4,4,4,5,4,5,400
S-4677025029,S-0359369081323640,in,3,51,6,6,6,6,4,4,6,4,9,7,7,7,4,4,4,6,10,6,7,9,7,6,4,390
S-4677025028,S-0359369083974820,in,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950
S-4413110100,S-0359369084099742,in,13,26,19,17,17,17,19,22,19,22,17,24,17,34,15,17,24,20,32,63,37,22,20,20,34,420
S-4677025028,S-0359369084263413,in,7,66,7,10,10,7,3,3,7,31,10,7,3,3,3,3,3,3,7,3,3,3,3,3,10,370
S-4677025028,S-0359369084269949,in,26,81,26,25,23,28,37,26,26,28,31,25,28,34,39,28,34,22,37,36,30,36,39,37,48,350
S-4376025033,S-0035514005600389,in,0,15,4,4,4,11,4,4,4,4,8,4,4,4,4,8,4,4,4,4,4,4,4,23,4,410
S-4677025029,S-0359369081312577,in,2,15,2,2,2,7,2,0,2,2,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,420
S-4376025033,S-0035514005600395,in,0,5,0,3,3,20,3,3,3,3,5,8,3,3,5,3,3,3,3,3,3,3,3,3,3,470
S-4372025021,S-0359369085154678,in,18,35,40,39,31,33,25,25,21,34,21,24,25,19,26,38,30,35,44,33,40,103,149,80,43,4760
S-4677025028,S-0359369084289343,in,4,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,7,8,5,6,6,7,6,6,420
S-4885025022,S-0359369085180830,in,2,561,4,22,15,2,9,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,310
S-4793025022,S-0359369085714356,in,4,39,7,7,7,4,7,18,18,7,18,11,7,11,4,4,4,4,4,4,7,7,7,4,7,240
S-4372025021,S-0359369085164057,in,21,31,8,8,9,8,6,8,9,11,19,26,37,50,13,12,7,5,10,14,14,18,18,27,34,2490
S-4677025029,S-0359369081312577,in,4,6,5,5,5,6,6,5,5,6,5,5,6,6,6,5,6,5,6,5,6,6,6,6,5,420
S-2911010106,S-0359369084038922,in,3,73,17,10,7,10,3,7,7,21,3,7,7,3,3,3,3,3,3,3,3,7,7,3,3,260
S-4885025022,S-0359369085195622,in,9,41,19,16,16,12,12,11,9,11,9,9,9,7,7,9,7,11,7,7,7,7,9,11,11,410
S-4885025022,S-0359369085180830,in,2,212,4,9,45,2,4,4,4,4,4,4,2,2,2,2,4,2,4,4,2,4,4,4,4,330
S-4673025027,S-0359369085707889,in,20,82,24,20,22,18,24,28,30,28,20,30,22,44,24,20,20,20,22,50,68,78,66,30,26,270
S-4677025028,S-0359369084277041,in,10,52,18,31,37,28,15,13,10,13,12,10,9,9,9,6,10,9,9,10,9,13,13,10,9,470
S-4784025026,S-0359369085191423,in,20,34,28,28,23,17,20,20,17,23,34,29,32,28,26,21,21,18,20,21,24,69,67,200,43,240
S-4372025021,S-0359369085164057,in,14,58,23,19,21,17,17,17,17,19,19,21,23,29,19,21,14,17,21,19,19,21,17,23,23,260
S-4677025028,S-0359369084278429,in,4,49,5,5,5,5,6,5,5,6,5,5,5,6,5,7,5,6,7,6,6,8,9,6,5,350
S-4372025021,S-0359369085150924,in,4,11,5,6,5,5,6,6,5,7,6,6,5,6,5,5,6,7,5,6,5,9,9,7,6,250
S-4521010100,S-0359369084094172,in,4,22,5,6,4,5,5,6,4,5,5,5,5,6,5,5,6,5,5,4,5,7,5,5,5,360
S-4372025021,S-0359369085121446,in,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
S-4682025024,S-0359369085722995,in,0,61,8,8,4,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,270
S-4673025027,S-0359369085159552,in,2,23,4,4,2,2,2,4,4,2,2,4,2,2,2,2,2,4,2,2,2,2,2,4,2,230
S-4677025033,S-0359369083953741,in,4,24,6,5,5,5,6,5,4,6,6,5,6,6,5,5,5,5,6,5,5,5,6,6,5,350
S-4677025028,S-0359369084283874,in,2,55,4,6,6,4,2,2,2,11,2,2,2,11,2,2,4,2,2,4,4,2,4,2,4,390
S-4677025028,S-0359369084283734,in,3,21,5,6,7,5,6,6,5,6,5,7,6,6,5,7,5,5,6,6,7,6,6,6,6,260
S-4682025024,S-0359369085862627,in,3,65,8,8,19,5,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,280
S-5011010101,S-0359369084273941,in,6,178,81,25,22,8,8,3,3,6,3,6,3,6,3,3,3,3,3,3,3,3,3,6,3,290
S-4677025029,S-0359369081312577,in,2,14,2,4,4,14,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,420
S-2911010106,S-0359369084033170,in,3,116,9,10,17,5,3,5,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,400
S-4721011100,S-0359369084142856,in,4,10,4,5,5,5,4,5,4,4,4,4,5,5,5,4,5,6,6,5,6,5,4,5,5,390
S-4677025029,S-0359369081383347,in,4,9,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,360
S-4784025026,S-0359369085186035,in,11,229,33,24,26,12,8,8,8,8,8,6,6,5,6,5,5,6,6,23,23,9,8,8,6,260
S-4677025033,S-0359369083951927,in,18,112,22,24,24,26,31,29,26,28,36,30,25,24,21,18,25,29,48,95,68,55,54,41,34,330
S-4677025033,S-0359369083957122,in,5,307,14,15,16,5,5,5,5,5,4,5,4,4,5,4,4,5,4,4,6,7,6,5,4,350
S-4772025022,S-0359369084118104,in,6,35,6,6,8,10,8,6,8,18,10,8,6,8,6,8,8,8,16,14,12,12,14,12,8,370
S-4793025022,S-0359369085106942,in,3,19,6,6,6,6,6,6,6,6,6,3,8,3,3,3,3,3,3,6,3,6,6,3,6,230
S-4677025033,S-0359369083948303,in,9,161,14,23,46,9,11,32,34,11,9,9,17,6,11,11,9,9,9,9,9,9,11,9,14,340
S-4728010101,S-0359369085246680,in,0,97,30,18,15,12,3,3,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,280
S-4784025026,S-0359369085191258,in,4,58,13,9,9,4,4,4,4,6,6,6,6,6,6,13,9,11,11,13,15,32,28,24,21,260
S-4673025027,S-0359369085118848,in,0,29,3,3,3,3,3,6,6,3,6,3,3,3,3,3,3,0,3,3,3,3,3,3,3,240
S-4772025022,S-0359369084118104,in,8,39,6,8,9,9,9,6,8,17,12,11,8,9,8,6,9,11,18,18,15,18,17,11,9,370
S-2711010100,S-0359369085221832,in,5,7,5,5,5,5,6,4,5,6,6,5,9,6,5,5,5,5,5,5,5,5,5,5,5,250
S-4573025028,S-0359369085154827,in,3,112,17,10,10,10,3,7,3,10,3,3,3,0,3,0,3,0,0,0,0,0,3,3,0,250
S-4677025028,S-0359369084279351,in,10,161,4,8,19,8,4,8,10,4,2,4,4,6,2,2,2,2,2,4,2,2,2,2,2,350
S-4684025022,S-0359369085085690,in,2,47,12,10,7,5,5,2,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,260
S-4521010100,S-0359369084102777,in,6,26,8,6,5,6,6,6,5,5,6,6,5,5,5,5,4,4,6,5,5,5,4,6,6,480
S-4772025022,S-0359369084118104,in,6,53,6,8,10,8,6,6,6,20,10,10,6,8,6,10,6,8,12,12,10,10,12,10,10,370
S-4721011100,S-0359369084108535,in,6,51,10,9,9,10,10,15,16,15,7,6,8,22,6,8,25,20,37,89,58,30,31,20,9,4450
S-4677025033,S-0359369083950697,in,5,9,5,6,6,5,6,5,6,6,5,6,5,5,6,6,5,6,5,6,5,6,5,5,5,410
S-4677025028,S-0359369084277363,in,20,129,31,30,24,22,37,18,15,11,8,8,7,5,3,3,1,3,3,3,3,3,4,3,4,130
S-4673025027,S-0359369085118848,in,0,26,3,0,0,0,0,10,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4729010102,S-0359369084012737,in,2,4,5,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,5,5,5,5,4,5,5,450
S-4728010101,S-0359369085246680,in,5,82,20,14,14,7,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280
S-4677025029,S-0359369081383347,in,4,9,6,5,5,5,5,6,6,5,5,5,5,5,5,5,6,7,5,7,7,5,7,5,6,360
S-4677025033,S-0359369081372118,in,26,91,29,27,26,22,22,26,22,21,18,21,24,29,18,17,16,17,18,24,17,22,14,20,29,360
S-4677025028,S-0359369083965760,in,8,29,15,15,15,13,21,24,23,16,8,7,9,12,7,7,8,8,5,4,7,7,7,7,8,580
S-4180025322,S-0359369083973772,in,11,75,6,8,9,6,9,8,7,6,5,4,5,12,5,5,6,6,31,110,79,19,15,11,10,4450
S-4728010101,S-0359369085458871,in,10,110,42,37,24,42,13,13,10,16,16,13,18,13,16,10,10,10,10,10,10,29,26,10,10,280
S-4372025021,S-0359369085184741,in,0,21,9,3,3,3,3,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,250
S-4372025021,S-0359369085184741,in,3,25,11,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,0,260
S-4573025028,S-0359369085084107,in,22,43,20,17,16,15,20,17,20,24,40,45,45,50,25,20,18,17,20,22,27,27,27,34,24,2540
S-4677025028,S-0359369084286919,in,6,69,7,7,9,7,7,10,12,9,9,9,7,16,6,7,7,9,12,10,10,12,9,9,12,380
S-4793025022,S-0359369085860316,in,0,29,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,250
S-4677025028,S-0359369084278916,in,7,164,20,15,13,7,7,8,7,7,7,8,5,7,5,5,9,11,21,17,13,8,8,7,5,360
S-4784025026,S-0359369085086177,in,4,13,6,5,5,5,6,5,5,5,9,6,6,6,6,4,5,6,6,6,6,6,6,6,5,440
S-4728010101,S-0359369085458871,in,15,109,35,30,23,35,13,10,10,18,15,15,20,13,18,10,13,8,13,13,15,30,28,15,13,290
S-4372025021,S-0359369085139026,in,10,41,26,14,17,14,17,10,10,12,7,7,14,12,12,7,7,7,7,7,10,14,17,7,7,270
S-4677025028,S-0359369083965760,in,6,31,14,12,13,15,16,16,17,13,9,8,8,9,8,8,8,12,7,6,9,9,9,9,9,480
S-4677025028,S-0359369083975652,in,6,41,6,6,7,5,7,6,5,6,6,6,7,6,6,8,6,8,6,5,6,6,5,7,7,420
S-4784025026,S-0359369085176895,in,11,56,14,14,14,8,17,8,11,19,11,14,19,17,17,11,11,11,11,17,19,17,28,11,14,260
S-2911010106,S-0359369084038922,in,5,83,21,13,8,13,5,8,8,21,8,5,8,5,5,3,5,5,5,5,5,5,5,5,8,260
S-4677025028,S-0359369083965760,in,10,35,23,17,14,19,14,14,13,14,10,8,9,10,10,9,10,14,11,10,10,9,10,10,11,170
S-2911010106,S-0359369084051016,in,5,71,5,6,6,5,6,5,6,5,6,5,5,6,5,5,6,5,6,5,5,6,5,6,5,420
S-4673025027,S-0359369085161293,in,3,20,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,3,3,240
S-4684025022,S-0359369085086003,in,4,62,7,7,6,7,7,6,6,6,6,6,6,6,6,4,6,6,7,6,6,6,6,6,7,330
S-4677025028,S-0359369083963666,in,11,704,36,50,30,6,6,6,6,11,3,3,3,3,0,0,3,3,3,3,0,0,3,0,3,310
S-4673025027,S-0359369085161293,in,4,11,4,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,240
S-4886025023,S-0359369085117469,in,0,93,12,3,3,9,3,3,0,0,3,0,0,3,3,0,3,3,3,0,3,3,3,3,3,290
S-4677025028,S-0359369084286919,in,6,37,9,8,9,9,9,20,19,10,10,10,9,17,8,8,7,13,12,9,9,9,10,12,15,380
S-4886025023,S-0359369085151658,in,4,23,0,4,4,4,0,15,19,4,15,8,4,4,4,0,0,0,0,0,0,4,0,4,4,240
S-4677025033,S-0359369083948303,in,3,117,12,15,42,6,9,21,30,6,6,9,12,6,6,6,6,6,9,9,6,6,6,6,9,340
S-4784025026,S-0359369085191423,in,16,40,22,22,20,20,20,18,20,22,27,27,24,24,22,18,18,18,22,20,27,62,64,160,40,240
S-4677025028,S-0359369084279195,in,12,12,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,120
S-4677025028,S-0359369084283874,in,0,35,3,3,3,3,0,0,3,11,3,3,0,13,0,0,3,0,5,5,3,0,0,0,3,390
S-4372025021,S-0359369085164057,in,14,65,21,19,21,17,17,17,19,19,22,24,36,22,19,15,17,15,17,19,19,17,19,26,38,250
S-4886025023,S-0359369085084602,in,2,505,26,42,18,6,8,4,4,4,4,2,4,2,4,4,4,4,2,4,4,2,2,4,4,310
S-4677025028,S-0359369084281407,in,4,57,6,5,5,6,5,5,5,5,6,5,5,5,5,6,5,6,6,6,6,5,7,6,6,280
S-4677025028,S-0359369083967212,in,6,8,5,6,5,7,5,6,6,7,6,7,5,7,5,5,5,6,6,5,6,5,5,7,6,70
S-4677025033,S-0359369083956835,in,3,24,5,5,5,5,5,5,5,5,3,5,3,5,5,5,6,5,5,5,6,3,5,5,5,380
S-4721011100,S-0359369084144779,in,3,44,5,3,5,5,3,5,5,5,5,3,5,3,3,3,5,5,3,5,3,3,3,3,3,400
S-4728010101,S-0359369085248801,in,0,226,156,17,3,10,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,0,0,290
S-4784025026,S-0359369085139752,in,10,80,25,28,13,13,10,8,10,10,5,5,5,5,3,3,5,5,3,13,15,13,13,3,5,270
S-4886025023,S-0359369085126866,in,2,268,6,16,30,2,6,4,4,4,4,4,4,10,2,2,2,4,4,4,4,4,2,4,4,320
S-4684025022,S-0359369085759724,in,4,41,4,4,4,4,4,4,4,6,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,270
S-4793025022,S-0359369085859748,in,2,60,7,5,2,2,5,2,5,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,250
S-5011010101,S-0359369083974069,in,3,180,5,10,23,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,320
S-4729010102,S-0359369084089016,in,15,65,12,12,12,15,12,15,15,15,15,9,9,9,9,9,15,9,24,15,12,9,12,27,12,360
S-4677025028,S-0359369083976106,in,3,116,15,10,9,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4,290
S-2711010100,S-0359369085118889,in,3,23,5,8,5,5,5,4,5,5,5,6,4,4,4,4,5,5,6,5,6,5,4,6,5,360
S-4677025033,S-0359369083948303,in,9,163,19,28,43,13,17,26,32,11,11,13,17,9,9,9,13,9,9,13,11,13,11,11,13,340
S-4677025033,S-0359369083954624,in,5,68,5,5,7,2,2,7,7,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,330
S-4886025023,S-0359369085192637,in,0,110,5,3,11,3,3,5,5,3,3,3,5,8,3,3,3,3,3,3,3,3,3,3,3,350
S-4729010101,S-0359369084103841,in,22,28,27,27,29,26,30,26,22,30,27,26,29,27,59,33,49,42,148,47,49,55,57,31,70,4250
S-4793025022,S-0359369085174452,in,0,71,8,8,5,5,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,3,3,3,270
S-4677025033,S-0359369081374643,in,5,259,6,9,14,3,6,5,5,5,3,3,5,3,3,5,3,5,5,6,5,5,5,5,3,320
S-4677025028,S-0359369084258660,in,6,26,26,43,68,10,12,46,43,14,10,12,12,10,6,5,6,5,5,6,7,6,6,5,8,440
S-4677025028,S-0359369084263413,in,6,66,9,9,12,9,9,9,9,36,12,9,3,6,3,6,6,3,6,6,3,6,6,6,6,370
S-4372025021,S-0359369085184741,in,3,22,6,3,6,3,3,3,3,3,6,3,6,6,3,3,3,3,3,3,3,6,6,6,6,260
S-4784025026,S-0359369085183768,in,0,93,3,6,11,0,3,3,8,3,0,3,3,3,3,3,3,3,3,0,0,3,3,0,3,340
S-4793025022,S-0359369085859946,in,5,257,59,40,21,9,9,5,5,5,5,2,2,2,2,0,2,2,2,2,2,0,2,2,2,300
S-4573025028,S-0359369085219893,in,0,25,6,3,3,6,6,6,6,6,6,18,3,3,0,0,0,0,3,0,3,3,3,3,3,250
S-4677025033,S-0359369083953139,in,4,102,17,15,26,6,9,6,9,9,4,4,4,11,2,4,4,4,4,4,4,4,4,4,4,340
S-4721011100,S-0359369084107040,in,3,18,6,5,5,6,5,6,6,6,6,6,5,6,6,6,6,6,6,8,8,6,6,6,6,370
S-4677025028,S-0359369084288196,in,18,36,20,25,28,29,27,31,27,31,24,25,20,31,17,18,28,29,142,33,29,25,27,34,34,380
S-4728010101,S-0359369085246680,in,3,104,35,22,16,16,6,3,3,9,3,3,3,3,0,3,0,0,0,0,0,0,0,0,3,280
S-4677025033,S-0359369083957122,in,9,249,33,38,33,14,24,13,20,13,16,14,13,27,9,7,9,11,13,24,27,43,29,14,14,300
S-4677025033,S-0359369083948303,in,9,145,15,22,37,9,12,31,34,12,9,9,15,9,6,9,9,12,9,9,12,9,9,6,12,340
S-4677025033,S-0359369083951851,in,11,75,6,8,9,6,6,8,8,4,6,8,6,6,6,6,6,6,11,9,13,8,9,8,6,340
S-4677025028,S-0359369084283874,in,4,47,4,6,8,6,4,4,4,12,6,4,4,12,2,4,6,4,4,4,6,2,4,4,6,390
S-4721011100,S-0359369084142641,in,3,10,3,5,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,5,3,5,3,3,160
S-4784025026,S-0359369085191258,in,4,36,8,8,8,4,6,4,4,6,6,6,6,9,4,13,9,9,9,13,15,23,28,21,25,250
S-4728010101,S-0359369085287312,in,4,44,5,5,5,7,4,7,5,5,5,6,6,6,5,5,7,6,6,6,5,6,6,6,6,280
S-4677025029,S-0359369083954764,in,2,16,4,4,4,5,5,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,400
S-4521010100,S-0359369084100953,in,3,33,5,5,5,5,5,6,5,5,6,5,6,5,5,5,6,5,6,5,5,5,6,6,5,340
S-4372025021,S-0359369085121446,in,3,25,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,250
S-4677025028,S-0359369084276019,in,6,20,11,11,12,13,13,11,10,11,11,10,13,11,11,9,13,25,55,28,20,13,14,16,10,370
S-4784025026,S-0359369085145353,in,15,284,99,23,13,23,10,10,13,10,10,15,10,13,13,15,10,10,10,10,20,20,15,10,10,290
S-4521010100,S-0359369084100888,in,3,33,7,6,9,5,5,6,5,5,4,6,6,5,5,6,6,6,5,6,6,6,6,5,6,360
S-4784025026,S-0359369085155543,in,4,94,18,11,11,11,9,18,13,11,11,11,7,4,4,4,2,2,4,7,4,7,4,4,4,250
S-4677025033,S-0359369083953808,in,19,75,28,33,26,23,24,21,24,26,24,24,26,37,42,26,21,24,47,59,82,131,104,50,24,290
S-4729010102,S-0359369084012737,in,2,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,4,4,4,450
S-4372025021,S-0359369085136931,in,3,25,6,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,6,4,4,250
S-4677025028,S-0359369084275607,in,4,23,5,5,5,5,4,5,4,5,6,5,5,5,5,5,5,5,5,6,5,4,5,5,5,340
S-4793025022,S-0359369085868970,in,0,97,9,0,0,3,0,6,3,17,3,3,3,3,0,0,0,0,3,0,0,0,0,0,0,280
S-4772025022,S-0359369084115233,in,13,90,18,22,19,17,19,19,20,23,18,18,18,116,18,13,20,13,30,83,97,66,60,20,21,320
S-4885025022,S-0359369085195622,in,11,47,16,18,20,18,11,9,11,13,9,11,9,11,9,9,7,7,9,7,7,7,9,11,9,410
S-4677025028,S-0359369083965042,in,3,15,3,5,5,5,5,5,3,5,5,5,3,5,5,3,5,3,3,5,5,3,5,5,5,410
S-4784025026,S-0359369085191423,in,21,43,24,19,19,16,19,20,21,20,27,25,35,33,24,22,19,20,22,24,24,31,43,62,41,2470
S-4677025033,S-0359369083951596,in,10,14,15,16,16,21,19,16,17,21,23,23,28,17,24,16,20,26,64,53,60,39,40,26,33,430
S-4677025033,S-0359369081375285,in,18,40,25,29,25,38,39,35,31,22,23,26,24,47,23,21,32,44,53,248,150,58,56,39,24,4510
S-4372025021,S-0359369085172993,in,7,112,31,17,14,14,7,3,7,10,3,3,7,0,3,0,3,0,3,3,3,3,3,3,3,270
S-4677025028,S-0359369084289301,in,18,211,54,36,36,15,15,15,12,12,9,6,6,6,3,3,3,3,3,3,3,3,3,6,6,280
S-4283025025,S-0359369085821946,in,3,19,4,4,6,4,4,4,6,6,4,6,4,6,4,6,6,6,6,6,4,6,7,4,6,260
S-4372025021,S-0359369085172993,in,9,129,33,21,15,21,9,6,6,9,3,6,6,3,3,3,3,3,3,3,3,3,3,6,6,270
S-4677025029,S-0359369081459428,in,0,46,6,9,6,3,3,6,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,6,3,360
S-4784025026,S-0359369085082861,in,2,165,6,8,10,6,6,4,4,6,6,4,4,4,4,8,6,6,4,14,26,24,26,12,6,300
S-4673025027,S-0359369085142988,in,10,37,25,19,14,12,10,10,12,14,10,10,21,17,10,10,8,8,8,12,12,12,14,17,17,240
S-4677025028,S-0359369084279351,in,6,202,9,15,34,9,4,13,15,6,4,4,4,6,0,2,2,2,2,2,2,2,2,2,2,340
S-4677025028,S-0359369083974820,in,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900
S-4793025022,S-0359369085174452,in,0,87,9,9,6,6,3,0,0,3,0,3,0,0,3,0,0,3,3,0,3,3,3,0,3,270
S-4372025021,S-0359369085184741,in,3,33,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,260
S-4677025029,S-0359369081475788,in,15,36,21,25,23,41,36,39,38,21,19,19,17,25,15,13,19,34,96,25,30,27,34,32,34,4230
S-4886025023,S-0359369085084602,in,3,357,29,22,11,7,6,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,310
S-4413110100,S-0359369084099742,in,13,25,18,18,21,14,17,18,21,37,24,22,22,51,15,15,20,19,43,80,43,22,20,34,38,2770
S-4677025028,S-0359369083963450,in,13,116,15,15,21,15,17,27,32,15,15,13,15,15,11,11,11,13,40,38,34,21,23,34,23,340
S-4784025026,S-0359369085139752,in,3,68,17,17,10,14,7,7,7,17,3,7,7,7,3,3,3,3,3,10,14,14,10,7,3,260
S-4677025033,S-0359369081365930,in,45,42,51,54,58,22,26,22,26,23,24,21,27,24,43,42,31,61,143,64,41,28,26,35,53,2910
S-4721011100,S-0359369084142856,in,0,21,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,390
